Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
,,,,,,,
Test Cases/appointment/Test Case 2.1 (versi dinamis),Edge Chromium 116,Test Case ketika user membuat appointment dengan data yang valid,,2023-08-25 16:22:04,2023-08-25 16:22:28,23.819s,PASSED
"callTestCase(findTestCase(""Login/Test Case 1.1 (Manual)""), [""username"":username, ""password"":password], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-25 16:22:05,2023-08-25 16:22:20,15.546s,PASSED
"selectOptionByValue(findTestObject(""make_appointment/dropdown facility""), facility, false)",Edge Chromium 116,,,2023-08-25 16:22:20,2023-08-25 16:22:21,0.927s,PASSED
"if (toString().equalsIgnoreCase(""yes""))",Edge Chromium 116,,,2023-08-25 16:22:21,2023-08-25 16:22:22,0.510s,PASSED
"if (toString().equalsIgnoreCase(""medicare""))",Edge Chromium 116,,,2023-08-25 16:22:22,2023-08-25 16:22:22,0.000s,PASSED
"else if (toString().equalsIgnoreCase(""medicaid""))",Edge Chromium 116,,,2023-08-25 16:22:22,2023-08-25 16:22:22,0.439s,PASSED
"setText(findTestObject(""make_appointment/tanggal booking""), visit_date)",Edge Chromium 116,,,2023-08-25 16:22:22,2023-08-25 16:22:23,0.977s,PASSED
"setText(findTestObject(""make_appointment/comment""), comment)",Edge Chromium 116,,,2023-08-25 16:22:23,2023-08-25 16:22:24,0.907s,PASSED
"click(findTestObject(""make_appointment/button_Book Appointment""))",Edge Chromium 116,,,2023-08-25 16:22:24,2023-08-25 16:22:25,1.525s,PASSED
"verifyElementPresent(findTestObject(""make_appointment/title_Appointment Confirmation""), 0)",Edge Chromium 116,,,2023-08-25 16:22:25,2023-08-25 16:22:26,0.402s,PASSED
"hasilFacility = getText(findTestObject(""Object Repository/make_appointment/hasil dropdown facility""))",Edge Chromium 116,,,2023-08-25 16:22:26,2023-08-25 16:22:26,0.446s,PASSED
"hasilReadmission = getText(findTestObject(""make_appointment/hasil hospital readmission""))",Edge Chromium 116,,,2023-08-25 16:22:26,2023-08-25 16:22:27,0.423s,PASSED
"hasilProgram = getText(findTestObject(""make_appointment/hasil healthcare program""))",Edge Chromium 116,,,2023-08-25 16:22:27,2023-08-25 16:22:27,0.467s,PASSED
"hasilVisit = getText(findTestObject(""make_appointment/hasil tanggal dipilih""))",Edge Chromium 116,,,2023-08-25 16:22:27,2023-08-25 16:22:28,0.383s,PASSED
"hasilComment = getText(findTestObject(""make_appointment/hasil comment""))",Edge Chromium 116,,,2023-08-25 16:22:28,2023-08-25 16:22:28,0.450s,PASSED
assert trim().equalsIgnoreCase(facility.trim()),Edge Chromium 116,,,2023-08-25 16:22:28,2023-08-25 16:22:28,0.002s,PASSED
assert trim().equalsIgnoreCase(hospital_readmission.trim()),Edge Chromium 116,,,2023-08-25 16:22:28,2023-08-25 16:22:28,0.000s,PASSED
assert trim().equalsIgnoreCase(healthcare_program.trim()),Edge Chromium 116,,,2023-08-25 16:22:28,2023-08-25 16:22:28,0.000s,PASSED
assert trim().equalsIgnoreCase(visit_date.trim()),Edge Chromium 116,,,2023-08-25 16:22:28,2023-08-25 16:22:28,0.000s,PASSED
assert trim().equalsIgnoreCase(comment.trim()),Edge Chromium 116,,,2023-08-25 16:22:28,2023-08-25 16:22:28,0.000s,PASSED
,,,,,,,
Test Cases/appointment/Test Case 2.2 belum,Edge Chromium 116,Test Case ketika user membuat appointment tanpa memasukkan data visit date,,2023-08-25 16:22:28,2023-08-25 16:22:46,17.909s,PASSED
"callTestCase(findTestCase(""Login/Test Case 1.1 (Manual)""), [""username"":""John Doe"", ""password"":""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM""], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-25 16:22:29,2023-08-25 16:22:43,14.028s,PASSED
"selectOptionByValue(findTestObject(""make_appointment/dropdown facility""), ""Hongkong CURA Healthcare Center"", false)",Edge Chromium 116,,,2023-08-25 16:22:43,2023-08-25 16:22:43,0.771s,PASSED
"check(findTestObject(""make_appointment/chekbox hospital readmission""))",Edge Chromium 116,,,2023-08-25 16:22:43,2023-08-25 16:22:44,0.527s,PASSED
"if (toString().equalsIgnoreCase(""Yes""))",Edge Chromium 116,,,2023-08-25 16:22:44,2023-08-25 16:22:44,0.369s,PASSED
"if (toString().equalsIgnoreCase(""MedicaId""))",Edge Chromium 116,,,2023-08-25 16:22:44,2023-08-25 16:22:45,0.441s,PASSED
"setText(findTestObject(""make_appointment/comment""), """")",Edge Chromium 116,,,2023-08-25 16:22:45,2023-08-25 16:22:45,0.767s,PASSED
"click(findTestObject(""make_appointment/button_Book Appointment""))",Edge Chromium 116,,,2023-08-25 16:22:45,2023-08-25 16:22:46,0.519s,PASSED
,,,,,,,
Test Cases/appointment/Test Case 2.3,Edge Chromium 116,test case ketika user membuat appoitment dengan memasukan tanggal sebelum hari log in,,2023-08-25 16:23:44,2023-08-25 16:24:06,21.778s,FAILED
"callTestCase(findTestCase(""Login/Test Case 1.1 (Manual)""), [""username"":""John Doe"", ""password"":""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM""], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-25 16:23:44,2023-08-25 16:24:00,15.715s,PASSED
"selectOptionByValue(findTestObject(""make_appointment/dropdown facility""), ""Hongkong CURA Healthcare Center"", false)",Edge Chromium 116,,,2023-08-25 16:24:00,2023-08-25 16:24:01,0.842s,PASSED
"check(findTestObject(""make_appointment/chekbox hospital readmission""))",Edge Chromium 116,,,2023-08-25 16:24:01,2023-08-25 16:24:01,0.465s,PASSED
"if (toString().equalsIgnoreCase(""Yes""))",Edge Chromium 116,,,2023-08-25 16:24:01,2023-08-25 16:24:01,0.361s,PASSED
"if (toString().equalsIgnoreCase(""MedicaId""))",Edge Chromium 116,,,2023-08-25 16:24:01,2023-08-25 16:24:02,0.451s,PASSED
"setText(findTestObject(""make_appointment/tanggal booking""), tanggal_booking)",Edge Chromium 116,,,2023-08-25 16:24:02,2023-08-25 16:24:03,0.856s,PASSED
"setText(findTestObject(""make_appointment/comment""), ""Hello World"")",Edge Chromium 116,,,2023-08-25 16:24:03,2023-08-25 16:24:04,0.927s,PASSED
"click(findTestObject(""make_appointment/button_Book Appointment""))",Edge Chromium 116,,,2023-08-25 16:24:04,2023-08-25 16:24:05,1.480s,PASSED
"verifyTextPresent("" failed! Please ensure the valid date!"", false)",Edge Chromium 116,,,2023-08-25 16:24:05,2023-08-25 16:24:06,0.598s,FAILED
,,,,,,,
Test Cases/appointment/Test Case 2.4,Edge Chromium 116,test case ketika user tidak memilih apply for hospital readmission dengan tanggal yang akan datang,,2023-08-25 16:24:06,2023-08-25 16:24:25,18.853s,PASSED
"callTestCase(findTestCase(""Login/Test Case 1.1 (Manual)""), [""username"":""John Doe"", ""password"":""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM""], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-25 16:24:06,2023-08-25 16:24:19,12.811s,PASSED
"selectOptionByValue(findTestObject(""make_appointment/dropdown facility""), ""Hongkong CURA Healthcare Center"", false)",Edge Chromium 116,,,2023-08-25 16:24:19,2023-08-25 16:24:20,0.756s,PASSED
"check(findTestObject(""make_appointment/chekbox hospital readmission""))",Edge Chromium 116,,,2023-08-25 16:24:20,2023-08-25 16:24:20,0.425s,PASSED
"if (toString().equalsIgnoreCase(""No""))",Edge Chromium 116,,,2023-08-25 16:24:20,2023-08-25 16:24:21,0.361s,PASSED
"if (toString().equalsIgnoreCase(""MedicaId""))",Edge Chromium 116,,,2023-08-25 16:24:21,2023-08-25 16:24:21,0.384s,PASSED
"setText(findTestObject(""make_appointment/tanggal booking""), ""26/08/2023"")",Edge Chromium 116,,,2023-08-25 16:24:21,2023-08-25 16:24:22,0.825s,PASSED
"setText(findTestObject(""make_appointment/comment""), ""Hello world"")",Edge Chromium 116,,,2023-08-25 16:24:22,2023-08-25 16:24:23,0.976s,PASSED
"click(findTestObject(""make_appointment/button_Book Appointment""))",Edge Chromium 116,,,2023-08-25 16:24:23,2023-08-25 16:24:24,1.325s,PASSED
"verifyElementPresent(findTestObject(""make_appointment/title_Appointment Confirmation""), 0)",Edge Chromium 116,,,2023-08-25 16:24:24,2023-08-25 16:24:25,0.455s,PASSED
,,,,,,,
Test Cases/History/test case 3.1,Edge Chromium 116,Test Case ketika user membuka history appointment yang masih kosong.,,2023-08-25 16:24:25,2023-08-25 16:24:40,15.230s,PASSED
"callTestCase(findTestCase(""Login/Test Case 1.1 (Manual)""), [""username"":""John Doe"", ""password"":""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM""], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-25 16:24:25,2023-08-25 16:24:38,13.011s,PASSED
maximizeWindow(),Edge Chromium 116,,,2023-08-25 16:24:38,2023-08-25 16:24:38,0.022s,PASSED
"click(findTestObject(""history/menu burger liat histori dan logout""))",Edge Chromium 116,,,2023-08-25 16:24:38,2023-08-25 16:24:38,0.380s,PASSED
"click(findTestObject(""history/a_History""))",Edge Chromium 116,,,2023-08-25 16:24:38,2023-08-25 16:24:40,1.068s,PASSED
"verifyElementText(findTestObject(""history/p_No appointment""), ""No appointment."")",Edge Chromium 116,,,2023-08-25 16:24:40,2023-08-25 16:24:40,0.476s,PASSED
,,,,,,,
Test Cases/History/test case 3.2,Edge Chromium 116,Test Case ketika user membuka history appointment yang sudah pernah melakukan appointment.,,2023-08-25 16:24:40,2023-08-25 16:25:08,27.790s,PASSED
"callTestCase(findTestCase(""appointment/Test Case 2.1 (versi dinamis)""), [""username"":""John Doe"", ""password"":""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"", ""facility"":""Tokyo CURA Healthcare Center"", ""hospital_readmission"":""Yes"", ... ], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-25 16:24:40,2023-08-25 16:25:01,20.454s,PASSED
"click(findTestObject(""history/a_Go to Homepage""))",Edge Chromium 116,,,2023-08-25 16:25:01,2023-08-25 16:25:03,1.787s,PASSED
"click(findTestObject(""history/menu burger liat histori dan logout""))",Edge Chromium 116,,,2023-08-25 16:25:03,2023-08-25 16:25:03,0.458s,PASSED
"click(findTestObject(""history/a_History""))",Edge Chromium 116,,,2023-08-25 16:25:03,2023-08-25 16:25:04,0.900s,PASSED
"verifyElementPresent(findTestObject(""history/tulisan history di dalam history""), 3)",Edge Chromium 116,,,2023-08-25 16:25:04,2023-08-25 16:25:05,0.603s,PASSED
"hasilFacility = getText(findTestObject(""Object Repository/history/p_Hongkong CURA Healthcare Center""))",Edge Chromium 116,,,2023-08-25 16:25:05,2023-08-25 16:25:05,0.672s,PASSED
"hasilReadmission = getText(findTestObject(""Object Repository/history/p_Yes""))",Edge Chromium 116,,,2023-08-25 16:25:05,2023-08-25 16:25:06,0.517s,PASSED
"hasilHealthcare = getText(findTestObject(""Object Repository/history/p_Medicaid""))",Edge Chromium 116,,,2023-08-25 16:25:06,2023-08-25 16:25:07,0.659s,PASSED
"hasilBooking = getText(findTestObject(""Object Repository/history/hasil tanggal book""))",Edge Chromium 116,,,2023-08-25 16:25:07,2023-08-25 16:25:07,0.636s,PASSED
"hasilComment = getText(findTestObject(""Object Repository/history/p_Hello world""))",Edge Chromium 116,,,2023-08-25 16:25:07,2023-08-25 16:25:08,0.746s,PASSED
assert trim().equalsIgnoreCase(facility.trim()),Edge Chromium 116,,,2023-08-25 16:25:08,2023-08-25 16:25:08,0.001s,PASSED
assert trim().equalsIgnoreCase(hospital_readmission.trim()),Edge Chromium 116,,,2023-08-25 16:25:08,2023-08-25 16:25:08,0.003s,PASSED
assert trim().equalsIgnoreCase(healthcare_program.trim()),Edge Chromium 116,,,2023-08-25 16:25:08,2023-08-25 16:25:08,0.001s,PASSED
assert trim().equalsIgnoreCase(visit_date.trim()),Edge Chromium 116,,,2023-08-25 16:25:08,2023-08-25 16:25:08,0.001s,PASSED
assert trim().equalsIgnoreCase(comment.trim()),Edge Chromium 116,,,2023-08-25 16:25:08,2023-08-25 16:25:08,0.001s,PASSED
,,,,,,,
Test Cases/logut/test case 4.1,Edge Chromium 116,Test Case ketika user melakukan logout,,2023-08-25 16:25:08,2023-08-25 16:25:25,17.379s,PASSED
"callTestCase(findTestCase(""Login/Test Case 1.1 (Manual)""), [""username"":""John Doe"", ""password"":""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM""], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-25 16:25:08,2023-08-25 16:25:22,14.095s,PASSED
"click(findTestObject(""Logout/menu hamburger di halaman appoitment""))",Edge Chromium 116,,,2023-08-25 16:25:22,2023-08-25 16:25:23,0.546s,PASSED
"click(findTestObject(""Logout/a_Logout""))",Edge Chromium 116,,,2023-08-25 16:25:23,2023-08-25 16:25:24,1.215s,PASSED
"verifyElementText(findTestObject(""Logout/homepage cura (kembali)""), ""CURA Healthcare Service"")",Edge Chromium 116,,,2023-08-25 16:25:24,2023-08-25 16:25:25,0.383s,PASSED
closeBrowser(),Edge Chromium 116,,,2023-08-25 16:25:25,2023-08-25 16:25:25,0.771s,PASSED
,,,,,,,
Test Cases/logut/test case 4.2,Edge Chromium 116,Test Case ketika user lupa melakukan logout,,2023-08-25 16:25:25,2023-08-25 16:25:47,21.918s,PASSED
"callTestCase(findTestCase(""Login/Test Case 1.1 (Manual)""), [""username"":""John Doe"", ""password"":""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM""], STOP_ON_FAILURE)",Edge Chromium 116,,,2023-08-25 16:25:26,2023-08-25 16:25:38,12.008s,PASSED
closeBrowser(),Edge Chromium 116,,,2023-08-25 16:25:38,2023-08-25 16:25:38,0.757s,PASSED
openBrowser(WEB_URL),Edge Chromium 116,,,2023-08-25 16:25:38,2023-08-25 16:25:45,7.029s,PASSED
"verifyElementText(findTestObject(""Logout/homepage cura (kembali)""), ""CURA Healthcare Service"")",Edge Chromium 116,,,2023-08-25 16:25:45,2023-08-25 16:25:46,0.436s,PASSED
"click(findTestObject(""Logout/a_Make Appointment(untuk login)""))",Edge Chromium 116,,,2023-08-25 16:25:46,2023-08-25 16:25:47,1.448s,PASSED
